planner,terrain,density,seed,obsFrac,numUAV,mission_time_s,fleet_energy_MJ,energy_per_UAV_MJ,HPC_pct,sorties,energy_per_bit_J,any_collision,met_hpc_target,composite_score,is_optimal_for_seed
decentralized_greedy,hilly,low,32006,0,1,3425,4.40556266378241,4.40556266378241,25.2086811352254,5,734.319190411932,0,0,18.3413797340765,1
decentralized_greedy,hilly,low,32006,0,2,1868.75,4.40436721698104,2.20218360849052,22.5375626043406,5,782.412420789434,0,0,19.1671941369736,0
decentralized_greedy,hilly,low,32006,0,3,1393.75,4.41923664445094,1.47307888148365,22.8158041179744,5,777.678544581865,0,0,19.036978400515,0
decentralized_greedy,hilly,low,32006,0,4,1143.75,4.43068838966008,1.10767209741502,22.0367278797997,5,785.479986341204,0,0,19.313847912501,0
decentralized_greedy,hilly,low,32006,0,5,1012.5,4.40835118196868,0.881670236393735,22.0923761825264,5,773.100192878946,0,0,19.1362245546345,0
decentralized_greedy,hilly,low,32006,0,6,918.75,4.43422264356914,0.739037107261523,21.1463550361714,5,771.306018684374,0,0,19.4825964345897,0
decentralized_greedy,hilly,low,32006,0,7,856.25,4.44074029905932,0.634391471294189,21.9810795770729,5,770.667358902103,0,0,19.2411442796456,0
decentralized_greedy,hilly,low,32006,0,8,818.75,4.49438411486778,0.561798014358473,22.3706176961603,5,753.595341481255,1,0,27.2051541956684,0
decentralized_greedy,hilly,low,32006,0,9,768.75,4.43012518914267,0.492236132126963,21.9254312743461,5,737.182502895843,1,0,27.0283505209662,0
decentralized_greedy,hilly,low,32006,0,10,737.5,4.40742133351905,0.440742133351905,20.7011686143573,5,789.792001108897,1,0,27.5998278931,0
decentralized_greedy,hilly,low,32007,0,1,3287.5,4.41630178286969,4.41630178286969,23.1924360400445,5,778.857176661657,0,0,19.1080913851278,0
decentralized_greedy,hilly,low,32007,0,2,1881.25,4.40076918768566,2.20038459384283,23.9154616240267,5,757.21689606123,0,0,18.5212967404946,1
decentralized_greedy,hilly,low,32007,0,3,1337.5,4.41781595663667,1.47260531887889,20.6896551724138,5,858.228378548733,0,0,19.7856358952094,0
decentralized_greedy,hilly,low,32007,0,4,1150,4.44478570690106,1.11119642672526,21.7463848720801,5,784.68221494969,0,0,19.3870051730427,0
decentralized_greedy,hilly,low,32007,0,5,1000,4.41045845330459,0.882091690660918,20.4671857619577,5,822.808349343908,0,0,19.6578201060888,0
decentralized_greedy,hilly,low,32007,0,6,900,4.40985486777751,0.734975811296251,21.0233592880979,5,809.562213017982,0,0,19.4346175642057,0
decentralized_greedy,hilly,low,32007,0,7,837.5,4.42695207278567,0.632421724683668,20.5228031145717,5,805.464325181194,0,0,19.6614382445017,0
decentralized_greedy,hilly,low,32007,0,8,800,4.43468323589687,0.554335404487109,21.9688542825362,5,751.532071490127,1,0,27.1144071445478,0
decentralized_greedy,hilly,low,32007,0,9,762.5,4.41789756354695,0.490877507060772,21.7463848720801,5,766.530525050133,1,0,27.1212804219091,0
decentralized_greedy,hilly,low,32007,0,10,731.25,4.45313114011813,0.445313114011813,21.6351501668521,5,761.734259383051,1,0,27.3381406322539,0
decentralized_greedy,hilly,medium,32022,0,1,3325,4.40742949884186,4.40742949884186,23.3108108108108,5,768.667991130819,0,0,19.2341410606947,0
decentralized_greedy,hilly,medium,32022,0,2,1887.5,4.40345527226429,2.20172763613215,24.3806306306306,5,728.057983336438,0,0,18.4436824058792,0
decentralized_greedy,hilly,medium,32022,0,3,1418.75,4.40813258942802,1.46937752980934,25.1689189189189,5,721.327854873207,0,0,18.1169940457709,1
decentralized_greedy,hilly,medium,32022,0,4,1156.25,4.41069593340877,1.10267398335219,23.3108108108108,5,765.396263671049,0,0,18.8952834461719,0
decentralized_greedy,hilly,medium,32022,0,5,1031.25,4.42855166063733,0.885710332127466,24.268018018018,5,726.619806627316,0,0,18.4461726122598,0
decentralized_greedy,hilly,medium,32022,0,6,918.75,4.40953653843697,0.734922756406162,23.1981981981982,5,745.887900105183,0,0,18.776643311347,0
decentralized_greedy,hilly,medium,32022,0,7,843.75,4.40111986957564,0.628731409939377,22.6914414414414,5,755.985356423738,0,0,18.9379068793331,0
decentralized_greedy,hilly,medium,32022,0,8,806.25,4.4514864239131,0.556435802989137,23.6486486486486,5,715.831081293185,1,0,26.6355666106892,0
decentralized_greedy,hilly,medium,32022,0,9,762.5,4.4702429988017,0.496693666533523,24.0990990990991,5,717.975377385849,1,0,26.5872645369793,0
decentralized_greedy,hilly,medium,32022,0,10,731.25,4.46874197877339,0.446874197877339,22.4099099099099,5,736.024713385261,1,0,27.1851688735128,0
decentralized_greedy,hilly,medium,32023,0,1,3425,4.40578449126764,4.40578449126764,24.3888888888889,5,733.820370449609,0,0,18.6254492199733,0
decentralized_greedy,hilly,medium,32023,0,2,1918.75,4.41137517937339,2.20568758968669,23.7777777777778,5,742.815022433931,0,0,18.6499686792293,0
decentralized_greedy,hilly,medium,32023,0,3,1412.5,4.43347523683575,1.47782507894525,23.3888888888889,5,753.656001336354,0,0,18.8384528974921,0
decentralized_greedy,hilly,medium,32023,0,4,1175,4.40272313353902,1.10068078338475,23.2222222222222,5,727.402683120793,0,0,18.599226604795,1
decentralized_greedy,hilly,medium,32023,0,5,1006.25,4.41906894683603,0.883813789367206,21.5555555555556,5,769.153099972965,0,0,19.3321596973326,0
decentralized_greedy,hilly,medium,32023,0,6,912.5,4.41052213303856,0.735087022173094,20.6111111111111,5,795.195931925679,0,0,19.6785237246077,0
decentralized_greedy,hilly,medium,32023,0,7,843.75,4.40560249459922,0.629371784942746,21.5,5,757.343013030734,1,0,27.212098653311,0
decentralized_greedy,hilly,medium,32023,0,8,800,4.44918836925533,0.556148546156917,21.4444444444444,5,765.756464806449,1,0,27.4547838177988,0
decentralized_greedy,hilly,medium,32023,0,9,756.25,4.46968092833794,0.496631214259771,20.8888888888889,5,767.180705883767,1,0,27.7130721084586,0
decentralized_greedy,hilly,medium,32023,0,10,731.25,4.44707647735733,0.444707647735733,19.6666666666667,5,786.821943859892,1,0,28.0616655081835,0
decentralized_greedy,hilly,medium,32024,0,1,3343.75,4.4084015978244,4.4084015978244,24.1321388577828,5,746.894446761382,0,0,18.6943776460135,0
decentralized_greedy,hilly,medium,32024,0,2,1875,4.40388447406596,2.20194223703298,23.6282194848824,5,747.28581180449,0,0,18.5983161691409,1
decentralized_greedy,hilly,medium,32024,0,3,1381.25,4.40759015904123,1.46919671968041,23.4602463605823,5,762.538909111762,0,0,18.6527757147647,0
decentralized_greedy,hilly,medium,32024,0,4,1143.75,4.43212172756272,1.10803043189068,23.4602463605823,5,778.064841373259,0,0,18.8073319054664,0
decentralized_greedy,hilly,medium,32024,0,5,987.5,4.45867653209266,0.891735306418531,21.7245240761478,5,823.082877813355,1,0,27.6218772269164,0
decentralized_greedy,hilly,medium,32024,0,6,906.25,4.40197136337046,0.733661893895077,22.0044792833147,5,793.221721207258,0,0,19.1078690130687,0
decentralized_greedy,hilly,medium,32024,0,7,843.75,4.41162838360151,0.630232626228787,21.1646136618141,5,800.554476184132,0,0,19.4302235070407,0
decentralized_greedy,hilly,medium,32024,0,8,800,4.41862099817373,0.552327624771716,22.2284434490482,5,774.174258604215,1,0,27.0374956996057,0
decentralized_greedy,hilly,medium,32024,0,9,756.25,4.45691661218666,0.495212956909629,22.1724524076148,5,771.659613599436,1,0,27.2402965941286,0
decentralized_greedy,hilly,medium,32024,0,10,731.25,4.45292857591658,0.445292857591658,20.6606942889138,5,792.529654787182,1,0,27.7510754739197,0
decentralized_greedy,hilly,medium,32025,0,1,3437.5,4.40710413315297,4.40710413315297,25.3355704697987,5,707.976830513042,0,0,18.3792489904928,1
decentralized_greedy,hilly,medium,32025,0,2,1912.5,4.41253124752996,2.20626562376498,24.2170022371365,5,696.359013707704,0,0,18.4614634169499,0
decentralized_greedy,hilly,medium,32025,0,3,1425,4.4254674933079,1.47515583110263,24.0492170022371,5,699.445270905773,0,0,18.5100852496694,0
decentralized_greedy,hilly,medium,32025,0,4,1162.5,4.44531078513019,1.11132769628255,22.8747203579418,5,742.09791874389,0,0,19.1014306554116,0
decentralized_greedy,hilly,medium,32025,0,5,1018.75,4.44427167720735,0.88885433544147,21.8680089485459,5,734.322079539045,0,0,19.342846873328,0
decentralized_greedy,hilly,medium,32025,0,6,906.25,4.42191485498965,0.736985809164941,20.2460850111857,5,763.249874960284,0,0,19.8452147073452,0
decentralized_greedy,hilly,medium,32025,0,7,843.75,4.40071680637312,0.628673829481874,20.917225950783,5,729.903237769598,1,0,27.3927868159192,0
decentralized_greedy,hilly,medium,32025,0,8,800,4.43571358496607,0.554464198120759,20.5816554809843,5,747.048757036352,1,0,27.7163046378408,0
decentralized_greedy,hilly,medium,32025,0,9,768.75,4.46960717478575,0.496623019420639,21.5324384787472,5,709.149786207839,1,0,27.4040856298083,0
decentralized_greedy,hilly,medium,32025,0,10,725,4.42673634183252,0.442673634183252,20.0782997762864,5,749.225663577242,1,0,27.8269210815529,0
decentralized_greedy,hilly,medium,32026,0,1,3300,4.41670671817959,4.41670671817959,23.4188034188034,5,834.151418159172,0,0,19.2410479324228,0
decentralized_greedy,hilly,medium,32026,0,2,1887.5,4.40483489192059,2.2024174459603,24.6723646723647,5,760.534970714361,0,0,18.3664004843017,1
decentralized_greedy,hilly,medium,32026,0,3,1381.25,4.4169919192209,1.4723306397403,22.6780626780627,5,788.02815255941,0,0,19.0228940906568,0
decentralized_greedy,hilly,medium,32026,0,4,1131.25,4.40180312716815,1.10045078179204,21.3105413105413,5,813.879317076574,0,0,19.4043025896421,0
decentralized_greedy,hilly,medium,32026,0,5,987.5,4.41539232919637,0.883078465839274,20.2849002849003,5,825.814200251025,0,0,19.7864069251742,0
decentralized_greedy,hilly,medium,32026,0,6,912.5,4.44822515781903,0.741370859636505,21.3675213675214,5,779.649037149824,0,0,19.4566842764375,0
decentralized_greedy,hilly,medium,32026,0,7,856.25,4.41524151659263,0.630748788084661,21.9373219373219,5,751.804218961311,1,0,27.0448295344982,0
decentralized_greedy,hilly,medium,32026,0,8,818.75,4.4195759113038,0.552446988912976,20.7977207977208,5,744.932903151851,1,0,27.3793614135346,0
decentralized_greedy,hilly,medium,32026,0,9,762.5,4.42507206950658,0.49167467438962,21.3675213675214,5,735.268066233791,1,0,27.1948477074349,0
decentralized_greedy,hilly,medium,32026,0,10,756.25,4.46884686923945,0.446884686923945,21.994301994302,5,749.23457200739,0,0,19.2440820726444,0
decentralized_greedy,hilly,medium,32027,0,1,3468.75,4.40633372509195,4.40633372509195,25.5331088664422,5,725.006378579979,0,0,18.3283656864229,0
decentralized_greedy,hilly,medium,32027,0,2,1950,4.40661818264704,2.20330909132352,25.645342312009,5,707.726076109365,0,0,18.0130953649233,1
decentralized_greedy,hilly,medium,32027,0,3,1412.5,4.40028309011993,1.46676103003998,23.8496071829405,5,735.909888737869,0,0,18.54409775772,0
decentralized_greedy,hilly,medium,32027,0,4,1181.25,4.40618058568055,1.10154514642014,23.0078563411897,5,753.08986092753,0,0,18.8500856857841,0
decentralized_greedy,hilly,medium,32027,0,5,1025,4.41860550731335,0.88372110146267,23.34455667789,5,746.84198585253,0,0,18.760325003883,0
decentralized_greedy,hilly,medium,32027,0,6,925,4.46669826373878,0.74444971062313,22.2783389450056,5,758.261780617015,1,0,27.3231060330673,0
decentralized_greedy,hilly,medium,32027,0,7,843.75,4.41581569369485,0.630830813384978,20.8754208754209,5,785.723210534748,1,0,27.5991585642336,0
decentralized_greedy,hilly,medium,32027,0,8,787.5,4.42091402419899,0.552614253024874,19.8653198653199,5,792.756632604709,1,0,27.9418139742499,0
decentralized_greedy,hilly,medium,32027,0,9,762.5,4.44688804330553,0.494098671478392,20.9876543209877,5,741.432085891517,1,0,27.5377059916661,0
decentralized_greedy,hilly,medium,32027,0,10,731.25,4.45780882685411,0.445780882685411,18.4624017957351,5,745.685573171946,1,0,28.3550520692406,0
decentralized_greedy,hilly,high,32042,0,1,3381.25,4.40603010536247,4.40603010536247,23.8253178551686,5,768.514273228611,0,0,18.8961013315801,0
decentralized_greedy,hilly,high,32042,0,2,1912.5,4.41520564769194,2.20760282384597,23.493642896628,5,759.975138672957,0,0,18.8040385299583,0
decentralized_greedy,hilly,high,32042,0,3,1400,4.40978276731624,1.46992758910541,21.8905472636816,5,801.245990265463,0,0,19.3564518215571,0
decentralized_greedy,hilly,high,32042,0,4,1175,4.42352474074563,1.10588118518641,22.4433388612493,5,778.447289768453,0,0,19.1551641797728,0
decentralized_greedy,hilly,high,32042,0,5,1050,4.43942983531671,0.887885967063343,23.9911553344389,5,737.187665725902,0,0,18.6019616672203,1
decentralized_greedy,hilly,high,32042,0,6,937.5,4.44022468518312,0.74003744753052,22.8302929795467,5,754.563551657145,0,0,19.0189414991236,0
decentralized_greedy,hilly,high,32042,0,7,856.25,4.41905447873769,0.631293496962527,21.4483139856274,5,773.582268770816,1,0,27.3498461046198,0
decentralized_greedy,hilly,high,32042,0,8,806.25,4.41682659460436,0.552103324325545,21.6694306246545,5,761.321182381756,1,0,27.2030390947344,0
decentralized_greedy,hilly,high,32042,0,9,768.75,4.44605101603007,0.494005668447786,22.1669430624654,5,752.18875492191,0,0,19.2253160499105,0
decentralized_greedy,hilly,high,32042,0,10,725,4.42357572442285,0.442357572442285,18.407960199005,5,802.589188705107,1,0,28.4091353272058,0
decentralized_greedy,hilly,high,32043,0,1,3356.25,4.40110401597014,4.40110401597014,23.7750556792873,5,778.740277963978,0,0,18.8997208316995,0
decentralized_greedy,hilly,high,32043,0,2,1887.5,4.40181079521517,2.20090539760758,23.5523385300668,5,744.281241954535,0,0,18.6177523922273,1
decentralized_greedy,hilly,high,32043,0,3,1356.25,4.40380072384799,1.467933574616,20.6570155902004,5,809.70334725344,0,0,19.6704453710543,0
decentralized_greedy,hilly,high,32043,0,4,1112.5,4.43786527287727,1.10946631821932,20.2115812917595,5,813.981578666344,0,0,20.0069594635321,0
decentralized_greedy,hilly,high,32043,0,5,987.5,4.41667054878342,0.883334109756685,19.7104677060134,5,822.45655552842,0,0,20.032137011985,0
decentralized_greedy,hilly,high,32043,0,6,906.25,4.44689547537461,0.741149245895768,21.1581291759465,5,797.701260561495,0,0,19.6886209188321,0
decentralized_greedy,hilly,high,32043,0,7,837.5,4.41570034801646,0.630814335430923,19.4877505567929,5,799.210205930036,0,0,19.9807991783813,0
decentralized_greedy,hilly,high,32043,0,8,781.25,4.44637361116829,0.555796701396036,19.7661469933185,5,817.803640141428,0,0,20.1611165383001,0
decentralized_greedy,hilly,high,32043,0,9,737.5,4.40148700662114,0.489054111846793,18.4298440979955,5,805.486397500009,1,0,28.2140795032839,0
decentralized_greedy,hilly,high,32043,0,10,700,4.40823147482403,0.440823147482403,16.7594654788419,5,822.160488467193,1,0,28.8177193097591,0
decentralized_greedy,hilly,high,32044,0,1,3493.75,4.4071262918824,4.4071262918824,26.7231638418079,5,678.589617637289,0,0,17.9090501482956,1
decentralized_greedy,hilly,high,32044,0,2,1906.25,4.41002332877979,2.20501166438989,24.4632768361582,5,737.992404396791,0,0,18.5411864584235,0
decentralized_greedy,hilly,high,32044,0,3,1387.5,4.41737938191277,1.47245979397092,22.9378531073446,5,761.921826708651,0,0,19.0306436355096,0
decentralized_greedy,hilly,high,32044,0,4,1175,4.43384006343959,1.1084600158599,23.728813559322,5,735.773894042473,0,0,18.774768184312,0
decentralized_greedy,hilly,high,32044,0,5,1031.25,4.40371250286447,0.880742500572895,23.4463276836158,5,734.627779415333,0,0,18.6760105937729,0
decentralized_greedy,hilly,high,32044,0,6,918.75,4.4512902965126,0.741881716085433,22.7118644067797,5,759.111568618959,0,0,19.2015532247284,0
decentralized_greedy,hilly,high,32044,0,7,843.75,4.45494837244474,0.636421196063535,21.7514124293785,5,771.873347121815,1,0,27.5345943601817,0
decentralized_greedy,hilly,high,32044,0,8,800,4.43240590757393,0.554050738446741,20.8474576271186,5,771.607349279679,1,0,27.679449163287,0
decentralized_greedy,hilly,high,32044,0,9,743.75,4.40220976693206,0.489134418548006,20.5084745762712,5,782.195377523917,1,0,27.6435387872592,0
decentralized_greedy,hilly,high,32044,0,10,743.75,4.45894042650999,0.445894042650999,20.9604519774011,5,783.566671737026,1,0,27.8118644067797,0
decentralized_greedy,hilly,high,32045,0,1,3306.25,4.4005926095176,4.4005926095176,23.8014664410603,5,764.524755072482,0,0,18.8562922091599,0
decentralized_greedy,hilly,high,32045,0,2,1868.75,4.40799036968603,2.20399518484302,23.9142695995488,5,758.528457877223,0,0,18.6006767178032,0
decentralized_greedy,hilly,high,32045,0,3,1412.5,4.4221144217128,1.47403814057093,24.4218838127468,5,747.586208060055,0,0,18.3841879573186,1
decentralized_greedy,hilly,high,32045,0,4,1156.25,4.41219984130485,1.10304996032621,22.8426395939086,5,768.334535713933,0,0,18.8878800009111,0
decentralized_greedy,hilly,high,32045,0,5,1018.75,4.42989362253085,0.88597872450617,22.2786238014664,5,767.421586098534,0,0,19.1173129481333,0
decentralized_greedy,hilly,high,32045,0,6,906.25,4.44823484341848,0.741372473903081,21.6018048505358,5,800.118531092321,0,0,19.5795962273654,0
decentralized_greedy,hilly,high,32045,0,7,850,4.44622228434225,0.635174612048892,22.7862380146644,5,766.149425976033,0,0,19.0116384156414,0
decentralized_greedy,hilly,high,32045,0,8,800,4.46170888082575,0.557713610103219,21.9966159052453,5,777.575839493747,1,0,27.3820114678039,0
decentralized_greedy,hilly,high,32045,0,9,750,4.45364227166574,0.494849141296193,20.360970107163,5,795.280405179444,1,0,27.9264296426845,0
decentralized_greedy,hilly,high,32045,0,10,737.5,4.42103819613447,0.442103819613447,21.2069937958263,5,791.956030458807,1,0,27.4916484687172,0
decentralized_greedy,hilly,high,32046,0,1,3318.75,4.40681265500472,4.40681265500472,23.8907849829352,5,771.869709436465,0,0,19.0382623319926,0
decentralized_greedy,hilly,high,32046,0,2,1912.5,4.40870384584758,2.20435192292379,24.7440273037543,5,731.760041921602,0,0,18.3596447191259,0
decentralized_greedy,hilly,high,32046,0,3,1400,4.41699458443161,1.47233152814387,24.2889647326507,5,738.951555906557,0,0,18.5083013451452,0
decentralized_greedy,hilly,high,32046,0,4,1168.75,4.43027766927111,1.10756941731778,25.3697383390216,5,716.234338526679,0,0,18.1105180008275,1
decentralized_greedy,hilly,high,32046,0,5,1018.75,4.45290652910694,0.890581305821387,23.6632536973834,5,745.929926253401,0,0,18.9038684616912,0
decentralized_greedy,hilly,high,32046,0,6,906.25,4.40914995431822,0.734858325719704,23.1513083048919,5,748.058320781922,0,0,18.7718844519412,0
decentralized_greedy,hilly,high,32046,0,7,843.75,4.41108232687567,0.630154618125096,22.3549488054608,5,765.347579654415,0,0,19.1066579041679,0
decentralized_greedy,hilly,high,32046,0,8,793.75,4.40926638107471,0.551158297634339,21.9567690557452,5,766.518090050544,1,0,27.2130541179699,0
decentralized_greedy,hilly,high,32046,0,9,762.5,4.41294702059848,0.490327446733165,22.9806598407281,5,724.632664446851,1,0,26.6986919760164,0
decentralized_greedy,hilly,high,32046,0,10,743.75,4.40595216512435,0.440595216512435,22.4118316268487,5,756.469263308684,1,0,26.9934074089197,0
decentralized_greedy,hilly,high,32047,0,1,3368.75,4.40253462514311,4.40253462514311,23.5948803561491,5,747.739858121652,0,0,18.9016839526556,0
decentralized_greedy,hilly,high,32047,0,2,1918.75,4.41205239859909,2.20602619929955,24.3739565943239,5,723.814608917609,0,0,18.4102308618153,1
decentralized_greedy,hilly,high,32047,0,3,1393.75,4.41115520162884,1.47038506720961,22.9271007234279,5,746.672913210591,0,0,18.8374882661929,0
decentralized_greedy,hilly,high,32047,0,4,1162.5,4.43271516087759,1.1081787902194,23.2609905397885,5,767.768171827384,0,0,18.8676947954182,0
decentralized_greedy,hilly,high,32047,0,5,987.5,4.42135020146576,0.884270040293153,20.9794101279911,5,805.718176645342,0,0,19.6029052329049,0
decentralized_greedy,hilly,high,32047,0,6,912.5,4.44830005350605,0.741383342251008,21.7028380634391,5,790.717388105206,0,0,19.4426445760989,0
decentralized_greedy,hilly,high,32047,0,7,850,4.47083880292511,0.638691257560731,21.8697829716194,5,778.705483739407,0,0,19.4418585691987,0
decentralized_greedy,hilly,high,32047,0,8,781.25,4.42197553947051,0.552746942433814,20.4785754034502,5,813.36855203185,0,0,19.7503248045372,0
decentralized_greedy,hilly,high,32047,0,9,750,4.46468273095462,0.496075858994958,20.8681135225376,5,789.180624040075,1,0,27.7352822387307,0
decentralized_greedy,hilly,high,32047,0,10,725,4.46135948220936,0.446135948220936,19.9220923761825,5,788.910148811267,1,0,27.9998039017458,0
